timestamp,x,y,magnetic_field,source,line_id,dist_m,dt_s,velocity,base_magnetic_field
1777113280.4,-2.59728845,8.1455674,32576.73575,airborne,A (16),0.5898813507456001,0.1000001430511474,5.898805069147663,32576.976000061037
1777113280.5,-2.59728528,8.14556313,32576.83995,airborne,A (16),0.5892288509073415,0.0999999046325683,5.892294128402989,32577.04
1777113280.6,-2.5972821,8.14555886,32576.839,airborne,A (16),0.5898813550604792,0.0999999046325683,5.898819176157137,32576.98800004959
1777113280.7,-2.59727893,8.1455546,32576.88205,airborne,A (16),0.5883332117114075,0.1000001430511474,5.883323700952012,32576.935999975205
1777113280.8,-2.59727575,8.14555033,32577.13285,airborne,A (16),0.5898813594865301,0.0999999046325683,5.898819220417688,32576.884000024795
1777113280.9,-2.59727273,8.1455461,32577.35145,airborne,A (16),0.5759661382378053,0.1000001430511474,5.7596531431281415,32576.83199995041
1777113281.0,-2.59726924,8.14554174,32577.40535,airborne,A (16),0.6185594772937993,0.0999999046325683,6.185600671986486,32576.78
1777113281.1,-2.59726434,8.14553685,32577.3653,airborne,A (16),0.7658746789631767,0.0999999046325683,7.658754093588842,32576.835999946594
1777113281.2,-2.59725897,8.14553184,32577.27735,airborne,A (16),0.8122413424284972,0.1000001430511474,8.122401805095988,32576.892000026703
1777113281.3,-2.59725376,8.14552686,32577.0955,airborne,A (16),0.7971952719650687,0.0999999046325683,7.971960322304498,32576.947999973298
1777113281.4,-2.59724854,8.14552188,32576.8146,airborne,A (16),0.7979874800616112,0.1000001430511474,7.979863385329974,32577.004000053406
1777113281.5,-2.59724332,8.14551689,32576.5579,airborne,A (16),0.7987595060879595,0.0999999046325683,7.987602678451119,32577.06
1777113281.6,-2.5972381,8.1455119,32576.3672,airborne,A (16),0.7987595109631084,0.0999999046325683,7.987602727202654,32576.94800010681
1777113281.7,-2.59723288,8.14550691,32576.1296,airborne,A (16),0.7987595163925592,0.1000001430511474,7.987583737595401,32576.835999946594
1777113281.8,-2.59722765,8.14550192,32575.8819,airborne,A (16),0.7995516900499563,0.0999999046325683,7.995524525625949,32576.724000053408
1777113281.9,-2.59722252,8.14549704,32575.74385,airborne,A (16),0.783139008040046,0.1000001430511474,7.831378877523114,32576.61199989319
1777113282.0,-2.59721709,8.1454918,32575.702,airborne,A (16),0.8347072315464852,0.0999999046325683,8.347080275860927,32576.5
1777113282.1,-2.59721053,8.14548545,32575.8458,airborne,A (16),1.009930265807358,0.0999999046325683,10.099312289528322,32576.587999916075
1777113282.2,-2.59720368,8.14547874,32576.1086,airborne,A (16),1.0607589216767952,0.1000001430511474,10.607574042511567,32576.67600004196
1777113282.3,-2.59719693,8.14547215,32576.4353,airborne,A (16),1.0435507544388474,0.0999999046325683,10.435517496473487,32576.76399995804
1777113282.4,-2.59719018,8.14546555,32576.64355,airborne,A (16),1.0443318667178485,0.1000001430511474,10.443303727912667,32576.852000083923
1777113282.5,-2.59718342,8.14545896,32576.93945,airborne,A (16),1.044334763451343,0.0999999046325683,10.443357594075344,32576.94
1777113282.6,-2.59717667,8.14545237,32577.1147,airborne,A (16),1.043550780546952,0.0999999046325683,10.435517757554782,32576.920000019072
1777113282.7,-2.59716992,8.14544577,32577.20695,airborne,A (16),1.0443318928998082,0.1000001430511474,10.443303989731891,32576.899999990463
1777113282.8,-2.59716316,8.14543918,32577.39165,airborne,A (16),1.0443347895860284,0.0999999046325683,10.443357855422448,32576.880000009536
1777113282.9,-2.59715644,8.14543257,32577.5384,airborne,A (16),1.042768598057772,0.1000001430511474,10.427671063674609,32576.859999980927
1777113283.0,-2.59714962,8.145426,32577.6393,airborne,A (16),1.0474984961503024,0.0999999046325683,10.474994951236674,32576.84
1777113283.1,-2.59714254,8.14541953,32577.6931,airborne,A (16),1.0606213447353634,0.0999999046325683,10.60622356223664,32576.8939999485
1777113283.2,-2.59713536,8.14541311,32577.77065,airborne,A (16),1.0650006645345311,0.1000001430511474,10.649991410410395,32576.94800002575
1777113283.3,-2.59712821,8.14540667,32577.865,airborne,A (16),1.0640478488347158,0.0999999046325683,10.640488635907884,32577.00199997425
1777113283.4,-2.59712107,8.14540024,32577.9647,airborne,A (16),1.0624853726760477,0.1000001430511474,10.624838527807048,32577.0560000515
1777113283.5,-2.59711392,8.1453938,32578.01115,airborne,A (16),1.0640478677014988,0.0999999046325683,10.640488824575897,32577.11
1777113283.6,-2.59710677,8.14538736,32578.01995,airborne,A (16),1.0640478770988318,0.0999999046325683,10.640488918549313,32577.040000066758
1777113283.7,-2.59709962,8.14538092,32578.0246,airborne,A (16),1.0640478865827945,0.1000001430511474,10.640463644522606,32576.969999966623
1777113283.8,-2.59709248,8.14537448,32577.96905,airborne,A (16),1.0632339975651235,0.0999999046325683,10.632350115450466,32576.900000033376
1777113283.9,-2.59708541,8.14536808,32577.8537,airborne,A (16),1.0545446201464013,0.1000001430511474,10.545431116103796,32576.82999993324
1777113284.0,-2.59707809,8.14536155,32577.77335,airborne,A (16),1.0846359877163414,0.0999999046325683,10.84637022106812,32576.76
1777113284.1,-2.59706984,8.14535459,32577.61545,airborne,A (16),1.1931468021556106,0.0999999046325683,11.931479400301567,32576.80599995613
1777113284.2,-2.59706134,8.1453475,32577.3354,airborne,A (16),1.223486378361351,0.1000001430511474,12.234846281525511,32576.852000021936
1777113284.3,-2.59705292,8.14534046,32577.1168,airborne,A (16),1.2131707235727884,0.0999999046325683,12.131718805436522,32576.897999978064
1777113284.4,-2.5970445,8.14533341,32576.89215,airborne,A (16),1.2138885313683745,0.1000001430511474,12.138867948893855,32576.94400004387
1777113284.5,-2.59703608,8.14532636,32576.6353,airborne,A (16),1.2138885437499625,0.0999999046325683,12.138897014053937,32576.99
