???-r^s???q??????mr^s???q???

/Gem Systems GSM-19W 9088378 v7.0 23 VI 2022 M ew3ft~v7o 
/ID 1 file 63      .b   25 IV 26
/datum  32000.00
/ 008.1350146  -002.5929778 
/UTC
/30P
/00D809A6 8919
/GPS version 2018/Aug/24
/50Hz AC filter
/12.9V
/tune initialize N auto-tune N 032.7uT
/028800bps
/time nT sq 
122037.0  32571.09 99 
122037.5  32570.19 99 
122038.0  32570.85 99 
122038.5  32570.42 99 
122039.0  32570.77 99 
122039.5  32570.70 99 
122040.0  32570.47 99 
122040.5  32570.31 99 
122041.0  32570.88 99 
122041.5  32570.34 99 
122042.0  32570.61 99 
122042.5  32570.65 99 
122043.0  32570.51 99 
122043.5  32570.23 99 
122044.0  32570.96 99 
122044.5  32570.83 99 
122045.0  32570.75 99 
122045.5  32570.89 99 
122046.0  32570.46 99 
122046.5  32570.95 99 
122047.0  32570.64 99 
122047.5  32570.82 99 
122048.0  32570.49 99 
122048.5  32570.69 99 
122049.0  32570.18 99 
122049.5  32570.54 99 
122050.0  32570.51 99 
122050.5  32570.96 99 
122051.0  32570.31 99 
122051.5  32570.62 99 
122052.0  32571.12 99 
122052.5  32570.65 99 
122053.0  32570.37 99 
122053.5  32570.64 99 
122054.0  32570.48 99 
122054.5  32570.08 99 
122055.0  32570.90 99 
122055.5  32570.46 99 
122056.0  32570.49 99 
122056.5  32570.69 99 
122057.0  32570.15 99 
122057.5  32570.00 99 
122058.0  32570.20 99 
122058.5  32570.79 99 
122059.0  32570.57 99 
122059.5  32570.40 99 
122100.0  32570.43 99 
122100.5  32570.50 99 
122101.0  32570.88 99 
122101.5  32570.33 99 
122102.0  32570.29 99 
122102.5  32570.30 99 
122103.0  32570.43 99 
122103.5  32570.88 99 
122104.0  32570.65 99 
122104.5  32570.56 99 
122105.0  32570.63 99 
122105.5  32570.47 99 
122106.0  32570.47 99 
122106.5  32570.30 99 
122107.0  32570.69 99 
122107.5  32570.64 99 
122108.0  32570.26 99 
122108.5  32570.62 99 
122109.0  32570.13 99 
122109.5  32570.41 99 
122110.0  32570.71 99 
122110.5  32571.13 99 
122111.0  32570.13 99 
122111.5  32570.40 99 
122112.0  32570.68 99 
122112.5  32570.40 99 
122113.0  32570.62 99 
122113.5  32570.39 99 
122114.0  32569.99 99 
122114.5  32570.18 99 
122115.0  32571.09 99 
122115.5  32570.94 99 
122116.0  32570.50 99 
122116.5  32570.01 99 
122117.0  32570.51 99 
122117.5  32570.67 99 
122118.0  32570.42 99 
122118.5  32570.36 99 
122119.0  32570.78 99 
122119.5  32570.18 99 
122120.0  32570.65 99 
122120.5  32570.71 99 
122121.0  32570.27 99 
122121.5  32570.55 99 
122122.0  32570.42 99 
122122.5  32570.75 99 
122123.0  32570.30 99 
122123.5  32571.17 99 
122124.0  32569.78 99 
122124.5  32570.63 99 
122125.0  32570.94 99 
122125.5  32570.26 99 
122126.0  32570.94 99 
122126.5  32570.45 99 
122127.0  32570.36 99 
122127.5  32570.98 99 
122128.0  32571.04 99 
122128.5  32570.34 99 
122129.0  32570.34 99 
122129.5  32570.50 99 
122130.0  32570.04 99 
122130.5  32570.52 99 
122131.0  32570.60 99 
122131.5  32570.77 99 
122132.0  32570.42 99 
122132.5  32571.10 99 
122133.0  32569.95 99 
122133.5  32570.69 99 
122134.0  32570.78 99 
122134.5  32571.55 99 
122135.0  32570.34 99 
122135.5  32569.99 99 
122136.0  32570.96 99 
122136.5  32570.36 99 
122137.0  32570.40 99 
122137.5  32570.50 99 
122138.0  32570.91 99 
122138.5  32570.67 99 
122139.0  32570.65 99 
122139.5  32570.14 99 
122140.0  32570.64 99 
122140.5  32571.02 99 
122141.0  32570.36 99 
122141.5  32570.51 99 
122142.0  32569.99 99 
122142.5  32570.47 99 
122143.0  32570.46 99 
122143.5  32571.13 99 
122144.0  32570.64 99 
122144.5  32570.32 99 
122145.0  32570.57 99 
122145.5  32570.87 99 
122146.0  32570.51 99 
122146.5  32570.51 99 
122147.0  32570.14 99 
122147.5  32570.30 99 
122148.0  32570.44 99 
122148.5  32570.84 99 
122149.0  32570.45 99 
122149.5  32570.62 99 
122150.0  32571.11 99 
122150.5  32570.57 99 
122151.0  32570.58 99 
122151.5  32571.19 99 
122152.0  32570.35 99 
122152.5  32570.46 99 
122153.0  32570.50 99 
122153.5  32570.11 99 
122154.0  32570.54 98 
122154.5  32570.79 99 
122155.0  32570.26 99 
122155.5  32570.31 99 
122156.0  32570.58 99 
122156.5  32570.36 99 
122157.0  32570.56 99 
122157.5  32571.24 99 
122158.0  32571.19 99 
122158.5  32570.79 99 
122159.0  32570.46 99 
122159.5  32570.86 99 
122200.0  32570.13 99 
122200.5  32570.49 99 
122201.0  32570.34 99 
122201.5  32570.34 99 
122202.0  32570.70 99 
122202.5  32570.01 99 
122203.0  32570.95 99 
122203.5  32570.62 99 
122204.0  32570.01 99 
122204.5  32570.10 99 
122205.0  32570.50 99 
122205.5  32570.48 99 
122206.0  32570.33 99 
122206.5  32570.00 99 
122207.0  32570.31 99 
122207.5  32570.16 99 
122208.0  32570.32 99 
122208.5  32570.65 99 
122209.0  32570.10 99 
122209.5  32570.85 99 
122210.0  32570.12 99 
122210.5  32569.77 99 
122211.0  32570.92 99 
122211.5  32570.59 99 
122212.0  32570.55 99 
122212.5  32570.45 99 
122213.0  32570.62 99 
122213.5  32570.85 99 
122214.0  32570.36 99 
122214.5  32570.65 99 
122215.0  32570.22 99 
122215.5  32570.17 99 
122216.0  32570.11 99 
122216.5  32570.74 99 
122217.0  32570.45 99 
122217.5  32570.23 99 
122218.0  32570.27 99 
122218.5  32570.11 99 
122219.0  32570.63 99 
122219.5  32570.19 99 
122220.0  32570.00 99 
122220.5  32570.50 99 
122221.0  32570.56 99 
122221.5  32570.34 99 
122222.0  32570.29 99 
122222.5  32569.95 99 
122223.0  32570.68 99 
122223.5  32570.04 99 
122224.0  32570.49 99 
122224.5  32570.20 99 
122225.0  32569.89 99 
122225.5  32570.88 99 
122226.0  32570.34 99 
122226.5  32570.37 99 
122227.0  32570.32 99 
122227.5  32570.04 99 
122228.0  32570.58 99 
122228.5  32569.70 99 
122229.0  32570.21 99 
122229.5  32570.47 99 
122230.0  32569.91 99 
122230.5  32569.97 99 
122231.0  32570.41 99 
122231.5  32570.07 99 
122232.0  32570.03 99 
122232.5  32570.81 99 
122233.0  32570.42 99 
122233.5  32570.24 99 
122234.0  32570.04 99 
122234.5  32569.52 99 
122235.0  32570.65 99 
122235.5  32570.49 99 
122236.0  32570.12 99 
122236.5  32570.22 99 
122237.0  32570.15 99 
122237.5  32570.20 99 
122238.0  32570.07 99 
122238.5  32569.49 99 
122239.0  32570.06 99 
122239.5  32570.43 99 
122240.0  32569.97 99 
122240.5  32570.37 99 
122241.0  32570.16 99 
122241.5  32570.11 99 
122242.0  32570.50 99 
122242.5  32570.95 99 
122243.0  32570.21 99 
122243.5  32569.97 99 
122244.0  32570.21 99 
122244.5  32570.21 99 
122245.0  32569.86 99 
122245.5  32570.45 99 
122246.0  32570.51 99 
122246.5  32570.31 99 
122247.0  32570.14 99 
122247.5  32570.06 99 
122248.0  32569.91 99 
122248.5  32570.16 99 
122249.0  32570.42 99 
122249.5  32570.34 99 
122250.0  32570.11 99 
122250.5  32569.86 99 
122251.0  32570.11 99 
122251.5  32570.25 99 
122252.0  32569.94 99 
122252.5  32570.33 99 
122253.0  32570.24 99 
122253.5  32570.28 99 
122254.0  32569.97 99 
122254.5  32570.47 99 
122255.0  32570.08 99 
122255.5  32570.25 99 
122256.0  32570.19 99 
122256.5  32570.09 99 
122257.0  32570.21 99 
122257.5  32569.70 99 
122258.0  32570.07 99 
122258.5  32570.53 99 
122259.0  32570.26 99 
122259.5  32570.02 99 
122300.0  32570.15 99 
122300.5  32570.83 99 
122301.0  32570.30 99 
122301.5  32570.08 99 
122302.0  32569.96 99 
122302.5  32570.14 99 
122303.0  32569.80 99 
122303.5  32570.17 99 
122304.0  32570.25 99 
122304.5  32569.48 99 
122305.0  32570.03 99 
122305.5  32569.87 99 
122306.0  32570.32 99 
122306.5  32570.09 99 
122307.0  32570.55 99 
122307.5  32569.73 99 
122308.0  32570.43 99 
122308.5  32569.82 99 
122309.0  32570.10 99 
122309.5  32570.01 99 
122310.0  32570.09 99 
122310.5  32570.00 99 
122311.0  32570.32 99 
122311.5  32570.15 99 
122312.0  32569.63 99 
122312.5  32570.07 99 
122313.0  32569.72 99 
122313.5  32570.02 99 
122314.0  32570.45 99 
122314.5  32570.32 99 
122315.0  32570.20 99 
122315.5  32569.37 99 
122316.0  32570.44 99 
122316.5  32570.38 99 
122317.0  32570.07 99 
122317.5  32570.07 99 
122318.0  32569.71 99 
122318.5  32570.34 99 
122319.0  32570.06 99 
122319.5  32570.14 99 
122320.0  32569.60 99 
122320.5  32569.66 99 
122321.0  32569.63 99 
122321.5  32569.88 99 
122322.0  32569.65 99 
122322.5  32569.87 99 
122323.0  32570.46 99 
122323.5  32570.51 99 
122324.0  32569.62 99 
122324.5  32569.86 99 
122325.0  32570.14 99 
122325.5  32569.91 99 
122326.0  32569.99 99 
122326.5  32570.01 99 
122327.0  32569.99 99 
122327.5  32569.70 99 
122328.0  32570.02 99 
122328.5  32569.74 99 
122329.0  32570.03 99 
122329.5  32569.77 99 
122330.0  32569.87 99 
122330.5  32569.85 99 
122331.0  32569.54 99 
122331.5  32568.88 99 
122332.0  32570.09 99 
122332.5  32569.62 99 
122333.0  32569.47 99 
122333.5  32569.64 99 
122334.0  32570.53 99 
122334.5  32569.39 99 
122335.0  32569.60 99 
122335.5  32569.87 99 
122336.0  32570.06 99 
122336.5  32570.03 99 
122337.0  32569.80 99 
122337.5  32570.11 99 
122338.0  32569.77 99 
122338.5  32570.19 99 
122339.0  32569.54 99 
122339.5  32569.43 99 
122340.0  32570.18 99 
122340.5  32569.87 99 
122341.0  32570.31 99 
122341.5  32570.44 99 
122342.0  32569.88 99 
122342.5  32569.58 99 
122343.0  32569.79 99 
122343.5  32569.14 99 
122344.0  32569.97 99 
122344.5  32569.60 99 
122345.0  32569.85 99 
122345.5  32569.59 99 
122346.0  32570.11 99 
122346.5  32569.61 99 
122347.0  32569.90 99 
122347.5  32569.71 99 
122348.0  32569.37 99 
122348.5  32570.02 99 
122349.0  32570.04 99 
122349.5  32569.60 99 
122350.0  32569.29 99 
122350.5  32569.72 99 
122351.0  32570.06 99 
122351.5  32570.03 99 
122352.0  32569.54 99 
122352.5  32569.74 99 
122353.0  32569.76 99 
122353.5  32569.59 99 
122354.0  32569.71 99 
122354.5  32569.93 99 
122355.0  32570.00 99 
122355.5  32569.39 99 
122356.0  32569.89 99 
122356.5  32569.96 99 
122357.0  32570.01 99 
122357.5  32570.52 99 
122358.0  32569.84 99 
122358.5  32570.18 99 
122359.0  32569.63 99 
122359.5  32569.61 99 
122400.0  32569.85 99 
122400.5  32569.78 99 
122401.0  32569.67 99 
122401.5  32569.86 99 
122402.0  32569.48 99 
122402.5  32569.71 99 
122403.0  32569.54 99 
122403.5  32569.92 99 
122404.0  32569.18 99 
122404.5  32569.72 99 
122405.0  32569.50 99 
122405.5  32569.89 99 
122406.0  32569.58 99 
122406.5  32569.46 99 
122407.0  32569.48 99 
122407.5  32569.54 99 
122408.0  32569.44 99 
122408.5  32569.48 99 
122409.0  32570.10 99 
122409.5  32569.40 99 
122410.0  32569.93 99 
122410.5  32570.28 99 
122411.0  32569.37 99 
122411.5  32569.52 99 
122412.0  32569.65 99 
122412.5  32569.37 99 
122413.0  32569.68 99 
122413.5  32570.11 99 
122414.0  32569.58 99 
122414.5  32569.71 99 
122415.0  32569.47 99 
122415.5  32569.77 99 
122416.0  32569.19 99 
122416.5  32569.50 99 
122417.0  32569.76 99 
122417.5  32569.87 99 
122418.0  32570.08 99 
122418.5  32569.63 99 
122419.0  32569.52 99 
122419.5  32569.47 99 
122420.0  32569.79 99 
122420.5  32569.64 99 
122421.0  32569.62 99 
122421.5  32569.71 99 
122422.0  32569.49 99 
122422.5  32569.73 99 
122423.0  32570.11 99 
122423.5  32569.32 99 
122424.0  32569.42 99 
122424.5  32569.74 99 
122425.0  32569.62 99 
122425.5  32569.76 99 
122426.0  32569.74 99 
122426.5  32569.45 99 
122427.0  32569.09 99 
122427.5  32569.60 99 
122428.0  32569.40 99 
122428.5  32569.51 99 
122429.0  32569.65 99 
122429.5  32569.43 99 
122430.0  32569.10 99 
122430.5  32569.21 99 
122431.0  32569.75 99 
122431.5  32569.64 99 
122432.0  32569.47 99 
122432.5  32569.55 99 
122433.0  32569.29 99 
122433.5  32569.91 99 
122434.0  32569.60 99 
122434.5  32569.59 99 
122435.0  32569.73 99 
122435.5  32569.37 99 
122436.0  32569.07 99 
122436.5  32569.94 99 
122437.0  32569.41 99 
122437.5  32569.86 99 
122438.0  32569.36 99 
122438.5  32569.73 99 
122439.0  32569.38 99 
122439.5  32569.35 99 
122440.0  32569.50 99 
122440.5  32569.57 99 
122441.0  32569.89 99 
122441.5  32569.47 99 
122442.0  32569.76 99 
122442.5  32569.00 99 
122443.0  32569.19 99 
122443.5  32569.89 99 
122444.0  32569.22 99 
122444.5  32569.42 99 
122445.0  32569.54 99 
122445.5  32568.83 99 
122446.0  32569.34 99 
122446.5  32569.18 99 
122447.0  32568.92 99 
122447.5  32569.14 99 
122448.0  32569.02 99 
122448.5  32568.97 99 
122449.0  32569.31 99 
122449.5  32569.43 99 
122450.0  32569.17 99 
122450.5  32569.21 99 
122451.0  32569.14 99 
122451.5  32569.48 99 
122452.0  32568.81 99 
122452.5  32569.53 99 
122453.0  32568.96 99 
122453.5  32568.83 99 
122454.0  32569.21 99 
122454.5  32569.13 99 
122455.0  32569.77 99 
122455.5  32569.44 99 
122456.0  32569.09 99 
122456.5  32568.88 99 
122457.0  32569.50 99 
122457.5  32568.83 99 
122458.0  32569.42 99 
122458.5  32568.89 99 
122459.0  32568.90 99 
122459.5  32569.32 99 
122500.0  32569.17 99 
122500.5  32569.10 99 
122501.0  32569.41 99 
122501.5  32569.26 99 
122502.0  32569.59 99 
122502.5  32568.94 99 
122503.0  32569.06 99 
122503.5  32569.70 99 
122504.0  32569.22 99 
122504.5  32569.62 99 
122505.0  32569.43 99 
122505.5  32569.25 99 
122506.0  32569.11 99 
122506.5  32569.02 99 
122507.0  32569.43 99 
122507.5  32569.75 99 
122508.0  32569.00 99 
122508.5  32569.01 99 
122509.0  32569.10 99 
122509.5  32569.02 99 
122510.0  32569.12 99 
122510.5  32569.23 99 
122511.0  32569.02 99 
122511.5  32569.29 99 
122512.0  32569.05 99 
122512.5  32569.02 99 
122513.0  32568.91 99 
122513.5  32568.91 99 
122514.0  32568.71 99 
122514.5  32568.71 99 
122515.0  32569.07 99 
122515.5  32569.12 99 
122516.0  32568.83 99 
122516.5  32569.16 99 
122517.0  32569.57 99 
122517.5  32568.92 99 
122518.0  32569.36 99 
122518.5  32568.79 99 
122519.0  32568.93 99 
122519.5  32569.05 99 
122520.0  32569.34 99 
122520.5  32568.83 99 
122521.0  32569.34 99 
122521.5  32568.99 99 
122522.0  32568.96 99 
122522.5  32568.57 99 
122523.0  32569.08 99 
122523.5  32568.82 99 
122524.0  32569.07 99 
122524.5  32568.78 99 
122525.0  32568.79 99 
122525.5  32569.11 99 
122526.0  32569.14 99 
122526.5  32568.77 99 
122527.0  32568.63 99 
122527.5  32569.24 99 
122528.0  32568.96 99 
122528.5  32568.94 99 
122529.0  32569.15 99 
122529.5  32568.96 99 
122530.0  32568.98 99 
122530.5  32569.17 99 
122531.0  32569.03 99 
122531.5  32568.83 99 
122532.0  32569.00 99 
122532.5  32569.25 99 
122533.0  32569.19 99 
122533.5  32568.74 99 
122534.0  32569.33 99 
122534.5  32568.93 99 
122535.0  32569.15 99 
122535.5  32569.27 99 
122536.0  32568.71 99 
122536.5  32568.90 99 
122537.0  32569.21 99 
122537.5  32569.03 99 
122538.0  32568.64 99 
122538.5  32568.97 99 
122539.0  32569.12 99 
122539.5  32568.99 99 
122540.0  32568.82 99 
122540.5  32568.88 99 
122541.0  32569.08 99 
122541.5  32568.56 99 
122542.0  32568.66 99 
122542.5  32568.84 99 
122543.0  32568.59 99 
122543.5  32569.50 99 
122544.0  32568.83 99 
122544.5  32568.98 99 
122545.0  32569.49 99 
122545.5  32569.14 99 
122546.0  32568.95 99 
122546.5  32569.56 99 
122547.0  32569.59 99 
122547.5  32568.56 99 
122548.0  32568.79 99 
122548.5  32569.09 99 
122549.0  32569.11 99 
122549.5  32569.44 99 
122550.0  32569.20 99 
122550.5  32568.88 99 
122551.0  32568.68 99 
122551.5  32568.65 99 
122552.0  32568.89 99 
122552.5  32569.30 99 
122553.0  32568.83 99 
122553.5  32568.84 99 
122554.0  32569.07 99 
122554.5  32568.79 99 
122555.0  32568.59 99 
122555.5  32568.83 99 
122556.0  32569.04 99 
122556.5  32568.76 99 
122557.0  32569.06 99 
122557.5  32568.74 99 
122558.0  32569.25 99 
122558.5  32569.23 99 
122559.0  32569.03 99 
122559.5  32569.22 99 
122600.0  32568.79 99 
122600.5  32568.76 99 
122601.0  32569.14 99 
122601.5  32569.06 99 
122602.0  32568.82 99 
122602.5  32568.95 99 
122603.0  32568.77 99 
122603.5  32569.07 99 
122604.0  32568.29 99 
122604.5  32569.01 99 
122605.0  32568.70 99 
122605.5  32568.93 99 
122606.0  32568.64 99 
122606.5  32568.35 99 
122607.0  32568.90 99 
122607.5  32568.97 99 
122608.0  32568.52 99 
122608.5  32569.21 99 
122609.0  32569.00 99 
122609.5  32569.01 99 
122610.0  32568.88 99 
122610.5  32568.75 99 
122611.0  32568.59 99 
122611.5  32569.39 99 
122612.0  32568.75 99 
122612.5  32568.88 99 
122613.0  32568.72 99 
122613.5  32568.84 99 
122614.0  32569.11 99 
122614.5  32568.94 99 
122615.0  32568.75 99 
122615.5  32568.44 99 
122616.0  32568.94 99 
122616.5  32568.47 99 
122617.0  32568.92 99 
122617.5  32569.32 99 
122618.0  32568.61 99 
122618.5  32568.66 99 
122619.0  32568.68 99 
122619.5  32568.33 99 
122620.0  32568.33 99 
122620.5  32568.87 99 
122621.0  32568.68 99 
122621.5  32568.62 99 
122622.0  32569.21 99 
122622.5  32569.10 99 
122623.0  32569.11 99 
122623.5  32569.12 99 
122624.0  32568.54 99 
122624.5  32568.63 99 
122625.0  32569.10 99 
122625.5  32569.09 99 
122626.0  32568.33 99 
122626.5  32568.56 99 
122627.0  32568.46 99 
122627.5  32568.82 99 
122628.0  32568.63 99 
122628.5  32568.97 99 
122629.0  32569.58 99 
122629.5  32568.83 99 
122630.0  32568.47 99 
122630.5  32568.96 99 
122631.0  32568.67 99 
122631.5  32567.84 99 
122632.0  32568.66 99 
122632.5  32568.68 99 
122633.0  32569.05 99 
122633.5  32568.50 99 
122634.0  32568.91 99 
122634.5  32568.53 99 
122635.0  32569.02 99 
122635.5  32568.90 99 
122636.0  32568.80 99 
122636.5  32569.06 99 
122637.0  32568.76 99 
122637.5  32568.32 99 
122638.0  32568.39 99 
122638.5  32568.53 99 
122639.0  32568.39 99 
122639.5  32568.26 99 
122640.0  32568.27 99 
122640.5  32568.39 99 
122641.0  32568.78 99 
122641.5  32568.96 99 
122642.0  32569.00 99 
122642.5  32568.70 99 
122643.0  32568.49 99 
122643.5  32568.63 99 
122644.0  32568.91 99 
122644.5  32569.04 99 
122645.0  32569.05 99 
122645.5  32568.34 99 
122646.0  32568.83 99 
122646.5  32568.95 99 
122647.0  32569.14 99 
122647.5  32568.67 99 
122648.0  32569.10 99 
122648.5  32568.61 99 
122649.0  32568.67 99 
122649.5  32568.75 99 
122650.0  32568.72 99 
122650.5  32568.89 99 
122651.0  32568.82 99 
122651.5  32568.73 99 
122652.0  32568.56 99 
122652.5  32568.41 99 
122653.0  32568.28 99 
122653.5  32569.03 99 
122654.0  32568.79 99 
122654.5  32568.57 99 
122655.0  32568.80 99 
122655.5  32568.80 99 
122656.0  32568.99 99 
122656.5  32568.39 99 
122657.0  32568.95 99 
122657.5  32568.96 99 
122658.0  32569.18 99 
122658.5  32569.20 99 
122659.0  32568.87 99 
122659.5  32568.72 99 
122700.0  32568.92 99 
122700.5  32568.65 99 
122701.0  32568.54 99 
122701.5  32568.73 99 
122702.0  32569.00 99 
122702.5  32568.35 99 
122703.0  32568.79 99 
122703.5  32568.85 99 
122704.0  32568.53 99 
122704.5  32568.86 99 
122705.0  32568.90 99 
122705.5  32569.05 99 
122706.0  32568.62 99 
122706.5  32568.94 99 
122707.0  32569.29 99 
122707.5  32568.86 99 
122708.0  32568.65 99 
122708.5  32568.74 99 
122709.0  32568.52 99 
122709.5  32568.81 99 
122710.0  32568.66 99 
122710.5  32569.09 99 
122711.0  32568.85 99 
122711.5  32568.26 99 
122712.0  32568.46 99 
122712.5  32569.48 99 
122713.0  32569.21 99 
122713.5  32569.16 99 
122714.0  32568.60 99 
122714.5  32568.64 99 
122715.0  32568.87 99 
122715.5  32569.07 99 
122716.0  32568.88 99 
122716.5  32568.82 99 
122717.0  32568.99 99 
122717.5  32568.26 99 
122718.0  32569.12 99 
122718.5  32568.98 99 
122719.0  32569.17 99 
122719.5  32568.58 99 
122720.0  32568.41 99 
122720.5  32568.76 99 
122721.0  32568.68 99 
122721.5  32568.88 99 
122722.0  32568.42 99 
122722.5  32568.89 99 
122723.0  32568.62 99 
122723.5  32568.43 99 
122724.0  32568.49 99 
122724.5  32568.36 99 
122725.0  32568.40 99 
122725.5  32568.62 99 
122726.0  32568.38 99 
122726.5  32568.43 99 
122727.0  32568.31 99 
122727.5  32568.70 99 
122728.0  32568.83 99 
122728.5  32568.74 99 
122729.0  32568.80 99 
122729.5  32568.75 99 
122730.0  32569.00 99 
122730.5  32568.44 99 
122731.0  32568.92 99 
122731.5  32569.02 99 
122732.0  32568.62 99 
122732.5  32568.87 99 
122733.0  32568.64 99 
122733.5  32568.63 99 
122734.0  32569.19 99 
122734.5  32568.51 99 
122735.0  32568.72 99 
122735.5  32568.54 99 
122736.0  32568.82 99 
122736.5  32568.57 99 
122737.0  32569.30 99 
122737.5  32568.37 99 
122738.0  32568.61 99 
122738.5  32568.95 99 
122739.0  32568.73 99 
122739.5  32568.75 99 
122740.0  32568.79 99 
122740.5  32569.39 99 
122741.0  32568.94 99 
122741.5  32568.96 99 
122742.0  32569.09 99 
122742.5  32568.45 99 
122743.0  32569.04 99 
122743.5  32568.64 99 
122744.0  32568.56 99 
122744.5  32568.87 99 
122745.0  32568.46 99 
122745.5  32568.76 99 
122746.0  32568.72 99 
122746.5  32568.51 99 
122747.0  32568.64 99 
122747.5  32568.52 99 
122748.0  32568.16 99 
122748.5  32568.86 99 
122749.0  32568.58 99 
122749.5  32568.87 99 
122750.0  32568.90 99 
122750.5  32568.02 99 
122751.0  32568.94 99 
122751.5  32569.22 99 
122752.0  32568.94 99 
122752.5  32569.08 99 
122753.0  32568.35 99 
122753.5  32568.91 99 
122754.0  32568.71 99 
122754.5  32568.80 99 
122755.0  32568.84 99 
122755.5  32568.71 99 
122756.0  32568.39 99 
122756.5  32569.05 99 
122757.0  32568.37 99 
122757.5  32568.55 99 
122758.0  32568.99 99 
122758.5  32568.83 99 
122759.0  32568.97 99 
122759.5  32568.49 99 
122800.0  32569.06 99 
122800.5  32568.61 99 
122801.0  32568.50 99 
122801.5  32568.39 99 
122802.0  32568.84 99 
122802.5  32568.57 99 
122803.0  32568.46 99 
122803.5  32568.45 99 
122804.0  32568.36 99 
122804.5  32568.95 99 
122805.0  32568.41 99 
122805.5  32568.80 99 
122806.0  32568.78 99 
122806.5  32568.79 99 
122807.0  32569.03 99 
122807.5  32568.70 99 
122808.0  32568.45 99 
122808.5  32568.16 99 
122809.0  32569.01 99 
122809.5  32568.66 99 
122810.0  32569.00 99 
122810.5  32569.10 99 
122811.0  32568.74 99 
122811.5  32568.80 99 
122812.0  32568.39 99 
122812.5  32569.45 99 
122813.0  32568.71 99 
122813.5  32568.73 99 
122814.0  32568.85 99 
122814.5  32568.83 99 
122815.0  32568.45 99 
122815.5  32568.27 99 
122816.0  32568.94 99 
122816.5  32568.75 99 
122817.0  32568.51 99 
122817.5  32568.87 99 
122818.0  32569.08 99 
122818.5  32568.85 99 
122819.0  32569.00 99 
122819.5  32568.92 99 
122820.0  32568.84 99 
122820.5  32568.80 99 
122821.0  32569.02 99 
122821.5  32568.65 99 
122822.0  32568.62 99 
122822.5  32569.25 99 
122823.0  32568.78 99 
122823.5  32569.25 99 
122824.0  32568.59 99 
122824.5  32568.95 99 
122825.0  32568.67 99 
122825.5  32568.40 99 
122826.0  32569.00 99 
122826.5  32568.50 99 
122827.0  32568.96 99 
122827.5  32568.73 99 
122828.0  32568.41 99 
122828.5  32568.24 99 
122829.0  32569.03 98 
122829.5  32568.42 99 
122830.0  32568.81 99 
122830.5  32568.68 99 
122831.0  32568.70 99 
122831.5  32569.16 99 
122832.0  32568.68 99 
122832.5  32569.17 99 
122833.0  32568.73 99 
122833.5  32568.40 99 
122834.0  32568.59 99 
122834.5  32568.74 99 
122835.0  32568.66 99 
122835.5  32569.07 99 
122836.0  32569.10 99 
122836.5  32569.41 99 
122837.0  32568.81 99 
122837.5  32569.20 99 
122838.0  32568.60 99 
122838.5  32569.10 99 
122839.0  32568.94 99 
122839.5  32568.73 99 
122840.0  32569.07 99 
122840.5  32568.69 99 
122841.0  32568.67 99 
122841.5  32569.25 99 
122842.0  32568.59 99 
122842.5  32568.45 99 
122843.0  32569.01 99 
122843.5  32568.94 99 
122844.0  32568.45 99 
122844.5  32568.66 99 
122845.0  32569.28 99 
122845.5  32569.08 99 
122846.0  32568.85 99 
122846.5  32568.63 99 
122847.0  32568.99 99 
122847.5  32568.78 99 
122848.0  32568.61 99 
122848.5  32569.10 99 
122849.0  32568.73 99 
122849.5  32568.77 99 
122850.0  32568.94 99 
122850.5  32568.78 99 
122851.0  32568.20 99 
122851.5  32568.45 99 
122852.0  32568.67 99 
122852.5  32568.94 99 
122853.0  32569.03 99 
122853.5  32568.76 99 
122854.0  32568.61 99 
122854.5  32568.77 99 
122855.0  32569.19 99 
122855.5  32568.59 99 
122856.0  32568.81 99 
122856.5  32568.79 99 
122857.0  32569.01 99 
122857.5  32568.75 99 
122858.0  32568.88 99 
122858.5  32568.52 99 
122859.0  32569.16 99 
122859.5  32568.98 99 
122900.0  32568.91 99 
122900.5  32568.93 99 
122901.0  32568.88 99 
122901.5  32569.15 99 
122902.0  32569.46 99 
122902.5  32568.87 99 
122903.0  32568.88 99 
122903.5  32568.71 99 
122904.0  32569.02 99 
122904.5  32568.54 99 
122905.0  32569.12 99 
122905.5  32568.68 99 
122906.0  32568.96 99 
122906.5  32568.49 99 
122907.0  32569.09 99 
122907.5  32569.11 99 
122908.0  32569.36 99 
122908.5  32568.57 99 
122909.0  32568.79 99 
122909.5  32568.99 99 
122910.0  32568.90 99 
122910.5  32568.89 99 
122911.0  32568.74 99 
122911.5  32568.81 99 
122912.0  32568.51 99 
122912.5  32568.72 99 
122913.0  32569.10 99 
122913.5  32568.58 99 
122914.0  32568.93 99 
122914.5  32568.76 99 
122915.0  32569.09 99 
122915.5  32569.13 99 
122916.0  32569.15 99 
122916.5  32569.67 99 
122917.0  32568.91 99 
122917.5  32569.45 99 
122918.0  32568.61 99 
122918.5  32568.67 99 
122919.0  32569.03 99 
122919.5  32568.78 99 
122920.0  32568.40 99 
122920.5  32569.26 99 
122921.0  32569.16 99 
122921.5  32568.93 99 
122922.0  32568.58 99 
122922.5  32568.77 99 
122923.0  32569.24 99 
122923.5  32569.54 99 
122924.0  32568.92 99 
122924.5  32569.36 99 
122925.0  32568.75 99 
122925.5  32569.31 99 
122926.0  32569.25 99 
122926.5  32569.30 99 
122927.0  32569.01 99 
122927.5  32568.82 99 
