???-r^s???q??????mr^s???q???

/Gem Systems GSM-19W 9088378 v7.0 23 VI 2022 M ew3ft~v7o 
/ID 1 file 63      .b   25 IV 26
/datum  32000.00
/ 008.1350146  -002.5929778 
/UTC
/30P
/00D809A6 8919
/GPS version 2018/Aug/24
/50Hz AC filter
/12.9V
/tune initialize N auto-tune N 032.7uT
/028800bps
/time nT sq 
093619.0  32565.57 99 
093619.5  32565.62 99 
093620.0  32565.50 99 
093620.5  32565.70 99 
093621.0  32565.62 99 
093621.5  32565.88 99 
093622.0  32566.09 99 
093622.5  32565.60 99 
093623.0  32565.43 99 
093623.5  32565.84 99 
093624.0  32565.77 99 
093624.5  32565.83 99 
093625.0  32565.38 99 
093625.5  32565.74 99 
093626.0  32565.50 99 
093626.5  32565.77 99 
093627.0  32565.52 99 
093627.5  32565.79 99 
093628.0  32565.64 99 
093628.5  32565.63 99 
093629.0  32565.41 99 
093629.5  32565.52 99 
093630.0  32565.76 99 
093630.5  32565.31 99 
093631.0  32565.61 99 
093631.5  32565.51 99 
093632.0  32565.80 99 
093632.5  32565.88 99 
093633.0  32565.71 99 
093633.5  32565.68 99 
093634.0  32565.70 99 
093634.5  32566.02 99 
093635.0  32565.84 99 
093635.5  32565.96 99 
093636.0  32565.66 99 
093636.5  32565.66 99 
093637.0  32565.55 99 
093637.5  32565.56 99 
093638.0  32565.61 99 
093638.5  32565.26 99 
093639.0  32565.89 99 
093639.5  32565.82 99 
093640.0  32565.69 99 
093640.5  32565.77 99 
093641.0  32565.88 99 
093641.5  32565.88 99 
093642.0  32565.56 99 
093642.5  32565.94 99 
093643.0  32565.69 99 
093643.5  32565.77 99 
093644.0  32565.87 99 
093644.5  32565.85 99 
093645.0  32565.75 99 
093645.5  32565.59 99 
093646.0  32565.74 99 
093646.5  32566.02 99 
093647.0  32566.09 99 
093647.5  32566.03 99 
093648.0  32565.92 99 
093648.5  32565.97 99 
093649.0  32565.89 99 
093649.5  32565.66 99 
093650.0  32565.67 99 
093650.5  32565.99 99 
093651.0  32565.95 99 
093651.5  32565.64 99 
093652.0  32565.92 99 
093652.5  32566.12 99 
093653.0  32565.42 99 
093653.5  32565.90 99 
093654.0  32565.86 99 
093654.5  32565.88 99 
093655.0  32565.67 99 
093655.5  32565.81 99 
093656.0  32565.82 99 
093656.5  32565.69 99 
093657.0  32565.88 99 
093657.5  32565.76 99 
093658.0  32565.63 99 
093658.5  32565.53 99 
093659.0  32565.95 99 
093659.5  32565.76 99 
093700.0  32565.85 99 
093700.5  32565.64 99 
093701.0  32565.76 99 
093701.5  32565.75 99 
093702.0  32566.06 99 
093702.5  32565.89 99 
093703.0  32565.80 99 
093703.5  32565.86 99 
093704.0  32565.54 99 
093704.5  32565.78 99 
093705.0  32565.78 99 
093705.5  32565.79 99 
093706.0  32565.86 99 
093706.5  32565.72 99 
093707.0  32566.27 99 
093707.5  32565.74 99 
093708.0  32565.55 99 
093708.5  32565.81 99 
093709.0  32565.80 99 
093709.5  32565.78 99 
093710.0  32566.17 99 
093710.5  32565.45 99 
093711.0  32565.70 99 
093711.5  32566.00 99 
093712.0  32565.92 99 
093712.5  32565.80 99 
093713.0  32565.73 99 
093713.5  32565.82 99 
093714.0  32565.95 99 
093714.5  32565.73 99 
093715.0  32565.59 99 
093715.5  32565.80 99 
093716.0  32566.44 99 
093716.5  32565.84 99 
093717.0  32565.77 99 
093717.5  32565.93 99 
093718.0  32565.81 99 
093718.5  32565.93 99 
093719.0  32565.98 99 
093719.5  32565.78 99 
093720.0  32565.92 99 
093720.5  32565.75 99 
093721.0  32565.75 99 
093721.5  32565.65 99 
093722.0  32566.01 99 
093722.5  32565.54 99 
093723.0  32566.01 99 
093723.5  32565.80 99 
093724.0  32566.08 99 
093724.5  32565.76 99 
093725.0  32565.98 99 
093725.5  32566.01 99 
093726.0  32566.26 99 
093726.5  32565.93 99 
093727.0  32565.59 99 
093727.5  32565.63 99 
093728.0  32565.78 99 
093728.5  32565.70 99 
093729.0  32565.75 99 
093729.5  32566.08 99 
093730.0  32565.66 99 
093730.5  32565.85 99 
093731.0  32565.91 99 
093731.5  32566.03 99 
093732.0  32566.00 99 
093732.5  32565.88 99 
093733.0  32565.93 99 
093733.5  32566.15 99 
093734.0  32566.12 99 
093734.5  32565.84 99 
093735.0  32565.43 99 
093735.5  32565.96 99 
093736.0  32565.87 99 
093736.5  32565.66 99 
093737.0  32565.77 99 
093737.5  32565.56 99 
093738.0  32565.96 99 
093738.5  32565.97 99 
093739.0  32565.66 99 
093739.5  32565.80 99 
093740.0  32565.71 99 
093740.5  32566.19 99 
093741.0  32565.99 99 
093741.5  32566.41 99 
093742.0  32565.85 99 
093742.5  32565.69 99 
093743.0  32566.08 99 
093743.5  32565.66 99 
093744.0  32566.20 99 
093744.5  32566.23 99 
093745.0  32565.98 99 
093745.5  32565.95 99 
093746.0  32566.06 99 
093746.5  32565.93 99 
093747.0  32566.02 99 
093747.5  32566.06 99 
093748.0  32565.98 99 
093748.5  32565.62 99 
093749.0  32566.01 99 
093749.5  32566.02 99 
093750.0  32565.92 99 
093750.5  32565.91 99 
093751.0  32566.13 99 
093751.5  32565.98 99 
093752.0  32565.77 99 
093752.5  32565.79 99 
093753.0  32566.14 99 
093753.5  32565.85 99 
093754.0  32565.78 99 
093754.5  32566.02 99 
093755.0  32565.79 99 
093755.5  32565.93 99 
093756.0  32565.95 99 
093756.5  32565.73 99 
093757.0  32565.79 99 
093757.5  32566.04 99 
093758.0  32565.65 99 
093758.5  32565.94 99 
093759.0  32566.05 99 
093759.5  32565.93 99 
093800.0  32565.74 99 
093800.5  32566.13 99 
093801.0  32566.12 99 
093801.5  32565.88 99 
093802.0  32566.02 99 
093802.5  32565.69 99 
093803.0  32566.13 99 
093803.5  32565.91 99 
093804.0  32566.06 99 
093804.5  32565.99 99 
093805.0  32566.10 99 
093805.5  32565.94 99 
093806.0  32565.76 99 
093806.5  32566.17 99 
093807.0  32565.82 99 
093807.5  32566.14 99 
093808.0  32565.97 99 
093808.5  32565.92 99 
093809.0  32566.09 99 
093809.5  32566.17 99 
093810.0  32565.91 99 
093810.5  32566.04 99 
093811.0  32565.97 99 
093811.5  32566.02 99 
093812.0  32566.27 99 
093812.5  32565.98 99 
093813.0  32565.83 99 
093813.5  32565.99 99 
093814.0  32565.94 99 
093814.5  32565.99 99 
093815.0  32566.21 99 
093815.5  32566.21 99 
093816.0  32565.96 99 
093816.5  32566.24 99 
093817.0  32566.21 99 
093817.5  32566.23 99 
093818.0  32565.84 99 
093818.5  32566.10 99 
093819.0  32566.43 99 
093819.5  32566.09 99 
093820.0  32565.76 99 
093820.5  32566.05 99 
093821.0  32566.00 99 
093821.5  32566.03 99 
093822.0  32566.14 99 
093822.5  32565.99 99 
093823.0  32566.00 99 
093823.5  32566.13 99 
093824.0  32566.11 99 
093824.5  32566.12 99 
093825.0  32566.21 99 
093825.5  32566.47 99 
093826.0  32566.04 99 
093826.5  32566.05 99 
093827.0  32566.09 99 
093827.5  32565.70 99 
093828.0  32566.11 99 
093828.5  32565.86 99 
093829.0  32565.80 99 
093829.5  32565.87 99 
093830.0  32566.18 99 
093830.5  32565.81 99 
093831.0  32566.27 99 
093831.5  32566.01 99 
093832.0  32565.88 99 
093832.5  32566.17 99 
093833.0  32566.11 99 
093833.5  32566.22 99 
093834.0  32565.92 99 
093834.5  32566.20 99 
093835.0  32566.29 99 
093835.5  32566.08 99 
093836.0  32565.85 99 
093836.5  32566.16 99 
093837.0  32566.29 99 
093837.5  32566.18 99 
093838.0  32566.03 99 
093838.5  32566.19 99 
093839.0  32566.16 99 
093839.5  32566.10 99 
093840.0  32565.83 99 
093840.5  32566.25 99 
093841.0  32565.78 99 
093841.5  32565.81 99 
093842.0  32566.20 99 
093842.5  32566.39 99 
093843.0  32566.08 99 
093843.5  32565.85 99 
093844.0  32566.16 99 
093844.5  32565.92 99 
093845.0  32565.94 99 
093845.5  32565.98 99 
093846.0  32566.01 99 
093846.5  32566.32 99 
093847.0  32566.12 99 
093847.5  32566.10 99 
093848.0  32566.02 99 
093848.5  32565.95 99 
093849.0  32565.96 99 
093849.5  32566.04 99 
093850.0  32565.93 99 
093850.5  32565.94 99 
093851.0  32566.04 99 
093851.5  32566.00 99 
093852.0  32565.86 99 
093852.5  32565.98 99 
093853.0  32565.75 99 
093853.5  32566.15 99 
093854.0  32566.27 99 
093854.5  32566.47 99 
093855.0  32566.18 99 
093855.5  32565.91 99 
093856.0  32566.05 99 
093856.5  32566.08 99 
093857.0  32566.10 99 
093857.5  32566.20 99 
093858.0  32565.96 99 
093858.5  32566.24 99 
093859.0  32566.21 99 
093859.5  32566.00 99 
093900.0  32566.04 99 
093900.5  32566.31 99 
093901.0  32566.49 99 
093901.5  32566.14 99 
093902.0  32566.19 99 
093902.5  32565.82 99 
093903.0  32566.64 99 
093903.5  32566.27 99 
093904.0  32566.11 99 
093904.5  32566.75 99 
093905.0  32566.47 99 
093905.5  32565.76 99 
093906.0  32566.23 99 
093906.5  32566.22 99 
093907.0  32566.18 99 
093907.5  32565.96 99 
093908.0  32566.09 99 
093908.5  32566.27 99 
093909.0  32566.24 99 
093909.5  32566.07 99 
093910.0  32566.25 99 
093910.5  32566.14 99 
093911.0  32566.05 99 
093911.5  32566.16 99 
093912.0  32566.31 99 
093912.5  32566.30 99 
093913.0  32566.11 99 
093913.5  32566.23 99 
093914.0  32566.08 99 
093914.5  32566.24 99 
093915.0  32566.17 99 
093915.5  32566.47 99 
093916.0  32566.16 99 
093916.5  32566.39 99 
093917.0  32566.19 99 
093917.5  32566.16 99 
093918.0  32566.36 99 
093918.5  32566.28 99 
093919.0  32566.43 99 
093919.5  32566.18 99 
093920.0  32566.13 99 
093920.5  32566.46 99 
093921.0  32565.99 99 
093921.5  32566.37 99 
093922.0  32566.41 99 
093922.5  32566.32 99 
093923.0  32566.46 99 
093923.5  32565.96 99 
093924.0  32566.23 99 
093924.5  32566.49 99 
093925.0  32566.27 99 
093925.5  32565.85 99 
093926.0  32566.15 99 
093926.5  32566.20 99 
093927.0  32566.28 99 
093927.5  32566.35 99 
093928.0  32566.05 99 
093928.5  32566.45 99 
093929.0  32566.46 99 
093929.5  32566.34 99 
093930.0  32566.29 99 
093930.5  32566.35 99 
093931.0  32566.13 99 
093931.5  32566.06 99 
093932.0  32566.42 99 
093932.5  32566.58 99 
093933.0  32566.28 99 
093933.5  32566.21 99 
093934.0  32566.14 99 
093934.5  32566.30 99 
093935.0  32566.29 99 
093935.5  32566.14 99 
093936.0  32566.64 99 
093936.5  32566.10 99 
093937.0  32566.39 99 
093937.5  32566.41 99 
093938.0  32566.07 99 
093938.5  32566.45 99 
093939.0  32566.40 99 
093939.5  32566.38 99 
093940.0  32566.53 99 
093940.5  32566.32 99 
093941.0  32566.27 99 
093941.5  32566.29 99 
093942.0  32566.24 99 
093942.5  32566.51 99 
093943.0  32566.25 99 
093943.5  32566.31 99 
093944.0  32566.39 99 
093944.5  32566.79 99 
093945.0  32566.13 99 
093945.5  32566.72 99 
093946.0  32566.12 99 
093946.5  32566.62 99 
093947.0  32566.16 99 
093947.5  32566.54 99 
093948.0  32566.08 99 
093948.5  32566.42 99 
093949.0  32566.48 99 
093949.5  32566.19 99 
093950.0  32566.35 99 
093950.5  32566.10 99 
093951.0  32566.13 99 
093951.5  32566.25 99 
093952.0  32566.62 99 
093952.5  32566.19 99 
093953.0  32566.40 99 
093953.5  32566.34 99 
093954.0  32566.13 99 
093954.5  32566.54 99 
093955.0  32566.30 99 
093955.5  32566.50 99 
093956.0  32566.59 99 
093956.5  32566.47 99 
093957.0  32566.54 99 
093957.5  32566.55 99 
093958.0  32566.45 99 
093958.5  32566.32 99 
093959.0  32566.13 99 
093959.5  32566.06 99 
094000.0  32566.50 99 
094000.5  32566.67 99 
094001.0  32566.47 99 
094001.5  32566.52 99 
094002.0  32566.54 99 
094002.5  32566.56 99 
094003.0  32566.43 99 
094003.5  32566.78 99 
094004.0  32566.49 99 
094004.5  32566.59 99 
094005.0  32566.71 99 
094005.5  32566.54 99 
094006.0  32566.70 99 
094006.5  32566.69 99 
094007.0  32566.72 99 
094007.5  32566.34 99 
094008.0  32566.67 99 
094008.5  32566.38 99 
094009.0  32566.44 99 
094009.5  32566.60 99 
094010.0  32566.45 99 
094010.5  32566.90 99 
094011.0  32566.45 99 
094011.5  32566.70 99 
094012.0  32566.65 99 
094012.5  32566.49 99 
094013.0  32566.56 99 
094013.5  32566.62 99 
094014.0  32566.50 99 
094014.5  32566.52 99 
094015.0  32566.55 99 
094015.5  32566.57 99 
094016.0  32566.86 99 
094016.5  32566.63 99 
094017.0  32566.82 99 
094017.5  32566.76 99 
094018.0  32566.53 99 
094018.5  32566.80 99 
094019.0  32566.38 99 
094019.5  32566.59 99 
094020.0  32566.39 99 
094020.5  32566.63 99 
094021.0  32566.54 99 
094021.5  32566.57 99 
094022.0  32566.65 99 
094022.5  32566.69 99 
094023.0  32566.72 99 
094023.5  32566.71 99 
094024.0  32566.95 99 
094024.5  32566.56 99 
094025.0  32566.82 99 
094025.5  32566.56 99 
094026.0  32566.90 99 
094026.5  32566.93 99 
094027.0  32566.81 99 
094027.5  32567.03 99 
094028.0  32566.65 99 
094028.5  32566.85 99 
094029.0  32566.82 99 
094029.5  32566.83 99 
094030.0  32566.88 99 
094030.5  32566.63 99 
094031.0  32566.91 99 
094031.5  32566.85 99 
094032.0  32566.72 99 
094032.5  32566.61 99 
094033.0  32566.88 99 
094033.5  32566.85 99 
094034.0  32566.87 99 
094034.5  32566.76 99 
094035.0  32566.66 99 
094035.5  32566.73 99 
094036.0  32566.67 99 
094036.5  32566.85 99 
094037.0  32566.55 99 
094037.5  32566.72 99 
094038.0  32567.02 99 
094038.5  32566.56 99 
094039.0  32566.89 99 
094039.5  32566.61 99 
094040.0  32566.91 99 
094040.5  32566.78 99 
094041.0  32566.63 99 
094041.5  32567.02 99 
094042.0  32566.47 99 
094042.5  32567.14 99 
094043.0  32566.73 99 
094043.5  32566.88 99 
094044.0  32566.87 99 
094044.5  32566.64 99 
094045.0  32566.90 99 
094045.5  32566.50 99 
094046.0  32566.88 99 
094046.5  32566.77 99 
094047.0  32566.60 99 
094047.5  32566.63 99 
094048.0  32566.99 99 
094048.5  32566.88 99 
094049.0  32566.73 99 
094049.5  32567.05 99 
094050.0  32566.64 99 
094050.5  32567.27 99 
094051.0  32566.85 99 
094051.5  32566.63 99 
094052.0  32566.71 99 
094052.5  32566.41 99 
094053.0  32566.81 99 
094053.5  32567.13 99 
094054.0  32566.80 99 
094054.5  32567.03 99 
094055.0  32566.71 99 
094055.5  32566.80 99 
094056.0  32566.78 99 
094056.5  32567.03 99 
094057.0  32567.00 99 
094057.5  32566.94 99 
094058.0  32566.90 99 
094058.5  32566.76 99 
094059.0  32566.56 99 
094059.5  32566.86 99 
094100.0  32566.76 99 
094100.5  32566.83 99 
094101.0  32567.15 99 
094101.5  32566.71 99 
094102.0  32566.79 99 
094102.5  32566.85 99 
094103.0  32567.15 99 
094103.5  32567.08 99 
094104.0  32567.00 99 
094104.5  32567.11 99 
094105.0  32566.85 99 
094105.5  32566.81 99 
094106.0  32566.48 99 
094106.5  32567.11 99 
094107.0  32566.90 99 
094107.5  32566.74 99 
094108.0  32566.91 99 
094108.5  32567.00 99 
094109.0  32567.02 99 
094109.5  32567.08 99 
094110.0  32566.84 99 
094110.5  32566.60 99 
094111.0  32566.81 99 
094111.5  32567.30 99 
094112.0  32567.10 99 
094112.5  32567.05 99 
094113.0  32566.86 99 
094113.5  32566.86 99 
094114.0  32566.98 99 
094114.5  32566.75 99 
094115.0  32566.93 99 
094115.5  32567.20 99 
094116.0  32567.10 99 
094116.5  32567.15 99 
094117.0  32566.81 99 
094117.5  32566.99 99 
094118.0  32566.97 99 
094118.5  32567.14 99 
094119.0  32566.72 99 
094119.5  32567.07 99 
094120.0  32566.97 99 
094120.5  32567.00 99 
094121.0  32566.89 99 
094121.5  32566.95 99 
094122.0  32566.95 99 
094122.5  32567.31 99 
094123.0  32566.76 99 
094123.5  32567.15 99 
094124.0  32567.27 99 
094124.5  32567.19 99 
094125.0  32567.02 99 
094125.5  32567.04 99 
094126.0  32566.72 99 
094126.5  32566.97 99 
094127.0  32567.12 99 
094127.5  32567.33 99 
094128.0  32566.81 99 
094128.5  32566.80 99 
094129.0  32567.12 99 
094129.5  32566.71 99 
094130.0  32567.20 99 
094130.5  32567.02 99 
094131.0  32566.95 99 
094131.5  32567.09 99 
094132.0  32566.84 99 
094132.5  32567.03 99 
094133.0  32567.13 99 
094133.5  32567.16 99 
094134.0  32567.10 99 
094134.5  32567.28 99 
094135.0  32567.34 99 
094135.5  32567.19 99 
094136.0  32567.20 99 
094136.5  32566.97 99 
094137.0  32567.19 99 
094137.5  32567.12 99 
094138.0  32567.21 99 
094138.5  32566.91 99 
094139.0  32566.86 99 
094139.5  32567.29 99 
094140.0  32567.41 99 
094140.5  32567.23 99 
094141.0  32567.20 99 
094141.5  32567.12 99 
094142.0  32567.12 99 
094142.5  32567.02 99 
094143.0  32567.21 99 
094143.5  32567.16 99 
094144.0  32567.15 99 
094144.5  32567.25 99 
094145.0  32567.20 99 
094145.5  32567.04 99 
094146.0  32567.18 99 
094146.5  32567.16 99 
094147.0  32567.25 99 
094147.5  32567.14 99 
094148.0  32567.19 99 
094148.5  32567.31 99 
094149.0  32567.48 99 
094149.5  32567.13 99 
094150.0  32567.39 99 
094150.5  32567.50 99 
094151.0  32567.35 99 
094151.5  32567.32 99 
094152.0  32567.29 99 
094152.5  32567.38 99 
094153.0  32567.23 99 
094153.5  32567.47 99 
094154.0  32566.97 99 
094154.5  32567.40 99 
094155.0  32567.56 99 
094155.5  32567.17 99 
094156.0  32567.26 99 
094156.5  32567.30 99 
094157.0  32567.22 99 
094157.5  32567.27 99 
094158.0  32567.32 99 
094158.5  32567.30 99 
094159.0  32567.38 99 
094159.5  32567.27 99 
094200.0  32567.28 99 
094200.5  32567.61 99 
094201.0  32567.42 99 
094201.5  32567.43 99 
094202.0  32567.43 99 
094202.5  32567.60 99 
094203.0  32567.14 99 
094203.5  32567.41 99 
094204.0  32567.43 99 
094204.5  32567.32 99 
094205.0  32567.35 99 
094205.5  32567.54 99 
094206.0  32567.52 99 
094206.5  32567.38 99 
094207.0  32567.40 99 
094207.5  32567.38 99 
094208.0  32567.38 99 
094208.5  32567.21 99 
094209.0  32567.51 99 
094209.5  32567.59 99 
094210.0  32567.47 99 
094210.5  32567.37 99 
094211.0  32567.51 99 
094211.5  32567.59 99 
094212.0  32567.21 99 
094212.5  32567.50 99 
094213.0  32567.30 99 
094213.5  32567.66 99 
094214.0  32567.32 99 
094214.5  32567.29 99 
094215.0  32567.44 99 
094215.5  32567.38 99 
094216.0  32567.37 99 
094216.5  32567.56 99 
094217.0  32567.38 99 
094217.5  32567.53 99 
094218.0  32567.62 99 
094218.5  32567.62 99 
094219.0  32567.60 99 
094219.5  32567.31 99 
094220.0  32567.42 99 
094220.5  32567.55 99 
094221.0  32567.56 99 
094221.5  32567.41 99 
094222.0  32567.41 99 
094222.5  32567.76 99 
094223.0  32567.22 99 
094223.5  32567.24 99 
094224.0  32567.18 99 
094224.5  32567.35 99 
094225.0  32567.45 99 
094225.5  32567.49 99 
094226.0  32567.98 99 
094226.5  32567.66 99 
094227.0  32567.36 99 
094227.5  32567.25 99 
094228.0  32567.52 99 
094228.5  32567.45 99 
094229.0  32567.59 99 
094229.5  32567.37 99 
094230.0  32567.40 99 
094230.5  32567.58 99 
094231.0  32567.59 99 
094231.5  32567.64 99 
094232.0  32567.77 99 
094232.5  32567.77 99 
094233.0  32567.76 99 
094233.5  32567.62 99 
094234.0  32567.62 99 
094234.5  32567.78 99 
094235.0  32567.41 99 
094235.5  32567.43 99 
094236.0  32567.51 99 
094236.5  32567.67 99 
094237.0  32567.49 99 
094237.5  32567.35 99 
094238.0  32567.69 99 
094238.5  32567.57 99 
094239.0  32567.69 99 
094239.5  32567.94 99 
094240.0  32567.49 99 
094240.5  32567.74 99 
094241.0  32567.55 99 
094241.5  32567.70 99 
094242.0  32567.51 99 
094242.5  32567.21 99 
094243.0  32567.87 99 
094243.5  32568.00 99 
094244.0  32567.61 99 
094244.5  32567.60 99 
094245.0  32567.54 99 
094245.5  32567.80 99 
094246.0  32567.68 99 
094246.5  32567.72 99 
094247.0  32567.75 99 
094247.5  32567.66 99 
094248.0  32567.83 99 
094248.5  32567.66 99 
094249.0  32567.52 99 
094249.5  32567.70 99 
094250.0  32567.89 99 
094250.5  32567.61 99 
094251.0  32567.55 99 
094251.5  32567.51 99 
094252.0  32567.83 99 
094252.5  32567.83 99 
094253.0  32567.45 99 
094253.5  32567.84 99 
094254.0  32567.48 99 
094254.5  32567.73 99 
094255.0  32568.12 99 
094255.5  32567.94 99 
094256.0  32567.95 99 
094256.5  32567.76 99 
094257.0  32567.25 99 
094257.5  32567.76 99 
094258.0  32567.62 99 
094258.5  32568.16 99 
094259.0  32567.53 99 
094259.5  32567.65 99 
094300.0  32567.81 99 
094300.5  32567.73 99 
094301.0  32567.65 99 
094301.5  32567.86 99 
094302.0  32567.79 99 
094302.5  32567.86 99 
094303.0  32567.83 99 
094303.5  32567.89 99 
094304.0  32568.01 99 
094304.5  32567.95 99 
094305.0  32568.04 99 
094305.5  32567.73 99 
094306.0  32568.05 99 
094306.5  32567.98 99 
094307.0  32567.85 99 
094307.5  32567.54 99 
094308.0  32567.60 99 
094308.5  32567.96 99 
094309.0  32567.79 99 
094309.5  32568.17 99 
094310.0  32567.99 99 
094310.5  32568.02 99 
094311.0  32567.79 99 
094311.5  32567.72 99 
094312.0  32567.95 99 
094312.5  32567.91 99 
094313.0  32567.98 99 
094313.5  32567.93 99 
094314.0  32567.96 99 
094314.5  32568.19 99 
094315.0  32567.77 99 
094315.5  32568.14 99 
094316.0  32567.80 99 
094316.5  32567.71 99 
094317.0  32567.96 99 
094317.5  32568.19 99 
094318.0  32568.17 99 
094318.5  32567.60 99 
094319.0  32568.14 99 
094319.5  32568.02 99 
094320.0  32567.81 99 
094320.5  32567.76 99 
094321.0  32568.04 99 
094321.5  32567.66 99 
094322.0  32567.65 99 
094322.5  32567.99 99 
094323.0  32567.64 99 
094323.5  32567.95 99 
094324.0  32568.06 99 
094324.5  32567.91 99 
094325.0  32568.02 99 
094325.5  32567.80 99 
094326.0  32567.85 99 
094326.5  32567.89 99 
094327.0  32568.01 99 
094327.5  32567.87 99 
094328.0  32568.00 99 
094328.5  32568.07 99 
094329.0  32567.98 99 
094329.5  32568.11 99 
094330.0  32568.26 99 
094330.5  32568.03 99 
094331.0  32568.00 99 
094331.5  32567.87 99 
094332.0  32567.87 99 
094332.5  32567.82 99 
094333.0  32568.16 99 
094333.5  32568.05 99 
094334.0  32568.34 99 
094334.5  32568.38 99 
094335.0  32568.13 99 
094335.5  32567.88 99 
094336.0  32567.87 99 
094336.5  32567.77 99 
094337.0  32567.62 99 
094337.5  32567.89 99 
094338.0  32568.39 99 
094338.5  32567.97 99 
094339.0  32567.87 99 
094339.5  32568.40 99 
094340.0  32568.15 99 
094340.5  32568.31 99 
094341.0  32568.15 99 
094341.5  32568.01 99 
094342.0  32568.06 99 
094342.5  32568.32 99 
094343.0  32568.15 99 
094343.5  32568.05 99 
094344.0  32567.86 99 
094344.5  32568.41 99 
094345.0  32568.20 99 
094345.5  32567.92 99 
094346.0  32568.05 99 
094346.5  32568.24 99 
094347.0  32568.21 99 
094347.5  32568.06 99 
094348.0  32567.97 99 
094348.5  32568.23 99 
094349.0  32568.47 99 
094349.5  32568.33 99 
094350.0  32568.43 99 
094350.5  32568.21 99 
094351.0  32568.27 99 
094351.5  32568.50 99 
094352.0  32568.21 99 
094352.5  32568.04 99 
094353.0  32567.97 99 
094353.5  32568.05 99 
094354.0  32568.12 99 
094354.5  32568.30 99 
094355.0  32568.07 99 
094355.5  32568.55 99 
094356.0  32568.35 99 
094356.5  32568.51 99 
094357.0  32568.10 99 
094357.5  32568.34 99 
094358.0  32568.21 99 
094358.5  32568.31 99 
094359.0  32567.94 99 
094359.5  32568.09 99 
094400.0  32568.30 99 
094400.5  32568.37 99 
094401.0  32568.25 99 
094401.5  32568.17 99 
094402.0  32568.33 99 
094402.5  32568.25 99 
094403.0  32567.93 99 
094403.5  32568.17 99 
094404.0  32568.50 99 
094404.5  32568.01 99 
094405.0  32568.45 99 
094405.5  32568.51 99 
094406.0  32568.33 99 
094406.5  32568.45 99 
094407.0  32568.66 99 
094407.5  32568.19 99 
094408.0  32568.20 99 
094408.5  32568.38 99 
094409.0  32568.16 99 
094409.5  32568.43 99 
094410.0  32568.72 99 
094410.5  32568.65 99 
094411.0  32568.18 99 
094411.5  32568.33 99 
094412.0  32568.46 99 
094412.5  32568.45 99 
094413.0  32568.41 99 
094413.5  32568.22 99 
094414.0  32568.35 99 
094414.5  32568.29 99 
094415.0  32568.50 99 
094415.5  32568.59 99 
094416.0  32568.35 99 
094416.5  32568.54 99 
094417.0  32568.48 99 
094417.5  32568.37 99 
094418.0  32568.60 99 
094418.5  32568.39 99 
094419.0  32568.49 99 
094419.5  32568.38 99 
094420.0  32568.49 99 
094420.5  32568.12 99 
094421.0  32568.52 99 
094421.5  32568.07 99 
094422.0  32568.56 99 
094422.5  32568.55 99 
094423.0  32568.54 99 
094423.5  32568.57 99 
094424.0  32568.49 99 
094424.5  32568.42 99 
094425.0  32568.55 99 
094425.5  32568.60 99 
094426.0  32568.45 99 
094426.5  32568.61 99 
094427.0  32568.61 99 
094427.5  32568.83 99 
094428.0  32568.71 99 
094428.5  32568.20 99 
094429.0  32568.74 99 
094429.5  32568.72 99 
094430.0  32568.65 99 
094430.5  32568.50 99 
094431.0  32568.64 99 
094431.5  32568.81 99 
094432.0  32568.48 99 
094432.5  32568.75 99 
094433.0  32568.49 99 
094433.5  32568.67 99 
094434.0  32568.39 99 
094434.5  32568.53 99 
094435.0  32568.65 99 
094435.5  32568.76 99 
094436.0  32568.69 99 
094436.5  32568.99 99 
094437.0  32568.69 99 
094437.5  32568.38 99 
094438.0  32568.50 99 
094438.5  32568.47 99 
094439.0  32568.80 99 
094439.5  32568.64 99 
094440.0  32568.49 99 
094440.5  32568.67 99 
094441.0  32568.70 99 
094441.5  32568.43 99 
094442.0  32568.27 99 
094442.5  32568.72 99 
094443.0  32568.30 99 
094443.5  32568.50 99 
094444.0  32568.67 99 
094444.5  32568.48 99 
094445.0  32568.64 99 
094445.5  32568.51 99 
094446.0  32568.57 99 
094446.5  32568.58 99 
094447.0  32568.50 99 
094447.5  32568.44 99 
094448.0  32568.67 99 
094448.5  32568.53 99 
094449.0  32568.42 99 
094449.5  32568.62 99 
094450.0  32568.44 99 
094450.5  32568.61 99 
094451.0  32568.73 99 
094451.5  32568.62 99 
094452.0  32568.86 99 
094452.5  32568.72 99 
094453.0  32568.82 99 
094453.5  32568.68 99 
094454.0  32568.63 99 
094454.5  32568.48 99 
094455.0  32568.86 99 
094455.5  32568.65 99 
094456.0  32568.83 99 
094456.5  32568.75 99 
094457.0  32568.41 99 
094457.5  32568.51 99 
094458.0  32568.56 99 
094458.5  32568.75 99 
094459.0  32568.59 99 
094459.5  32568.55 99 
094500.0  32568.79 99 
094500.5  32568.78 99 
094501.0  32568.19 99 
094501.5  32568.70 99 
094502.0  32568.66 99 
094502.5  32568.72 99 
094503.0  32568.78 99 
094503.5  32568.68 99 
094504.0  32568.63 99 
094504.5  32568.90 99 
094505.0  32568.71 99 
094505.5  32568.72 99 
094506.0  32568.66 99 
094506.5  32568.77 99 
094507.0  32568.40 99 
094507.5  32568.69 99 
094508.0  32568.75 99 
094508.5  32568.56 99 
094509.0  32568.72 99 
094509.5  32568.93 99 
